,Team,Name,Age,Position,Nation,Market Value,Left / Joined Club,Left / Joined Country,Transfer Fee,In or Out,season
1484,AC Horsens,Elfar Freyr Helgason,27,Centre-Back,Iceland,125000,Breidablik,Iceland,"End of loanJul 22, 2017",out,2016
1485,FC Copenhagen,Pieros Sotiriou,24,Centre-Forward,Cyprus,1500000,APOEL Nicosia,Cyprus,2500000,in,2017
1486,FC Copenhagen,Michael Lüftner,23,Centre-Back,Czech Republic,1000000,Slavia Prague,Czech Republic,1500000,in,2017
1487,FC Copenhagen,Denis Vavro,21,Centre-Back,Slovakia,4000000,MSK Zilina,Slovakia,1400000,in,2017
1488,FC Copenhagen,Pierre Bengtsson,29,Left-Back,Sweden,350000,1.FSV Mainz 05,Germany,1000000,in,2017
1489,FC Copenhagen,Zeca,28,Central Midfield,Greece,1500000,Panathinaikos,Greece,0,in,2017
1490,FC Copenhagen,Martin Pusic,29,Centre-Forward,Austria,225000,FC Midtjylland,Denmark,0,in,2017
1491,FC Copenhagen,Carlo Holse,18,Right Winger,Denmark,1000000,Copenhagen U19,Denmark,0,in,2017
1492,FC Copenhagen,Mads Roerslev Rasmussen,18,Right-Back,Denmark,1500000,Copenhagen U19,Denmark,0,in,2017
1493,FC Copenhagen,Bashkim Kadrii,26,Left Winger,Denmark,600000,Minnesota Utd.,United States,"End of loanAug 30, 2017",in,2017
1494,FC Copenhagen,Frederik Bay,19,Left-Back,Denmark,150000,FC Helsingör,Denmark,"End of loanJun 30, 2017",in,2017
1495,FC Copenhagen,Andreas Cornelius,24,Centre-Forward,Denmark,6000000,Atalanta BC,Italy,6000000,out,2017
1496,FC Copenhagen,Ludwig Augustinsson,23,Left-Back,Sweden,10000000,Werder Bremen,Germany,4500000,out,2017
1497,FC Copenhagen,Zanka,27,Centre-Back,Denmark,1500000,Huddersfield,England,2700000,out,2017
1498,FC Copenhagen,Jores Okore,24,Centre-Back,Denmark,1400000,Aalborg BK,Denmark,565000,out,2017
1499,FC Copenhagen,Frederik Bay,19,Left-Back,Denmark,150000,FC Helsingör,Denmark,free transfer,out,2017
1500,FC Copenhagen,Julian Kristoffersen,20,Centre-Forward,Norway,400000,Djurgarden,Sweden,free transfer,out,2017
1501,FC Copenhagen,Bashkim Kadrii,26,Left Winger,Denmark,600000,Randers FC,Denmark,loan transfer,out,2017
1502,FC Copenhagen,Kim Christensen,38,Goalkeeper,Denmark,0,No club,No country,0,out,2017
1503,FC Copenhagen,Mikael Antonsson,37,Centre-Back,Sweden,0,No club,No country,0,out,2017
1504,Bröndby IF,Hany Mukhtar,22,Attacking Midfield,Germany,6000000,Benfica,Portugal,1500000,in,2017
1505,Bröndby IF,Lasse Vigen,22,Central Midfield,Denmark,1000000,Fulham,England,1500000,in,2017
1506,Bröndby IF,Simon Tibbling,22,Central Midfield,Sweden,700000,FC Groningen,Netherlands,700000,in,2017
1507,Bröndby IF,Kasper Fisker,29,Central Midfield,Denmark,0,Randers FC,Denmark,335000,in,2017
1508,Bröndby IF,Benjamin Bellot,26,Goalkeeper,Germany,125000,RB Leipzig II,Germany,100000,in,2017
1509,Bröndby IF,Besar Halimi,22,Attacking Midfield,Kosovo,350000,1.FSV Mainz 05,Germany,loan transfer,in,2017
1510,Bröndby IF,Filip Blazek,19,Defensive Midfield,Slovakia,175000,FK Senica,Slovakia,0,in,2017
1511,Bröndby IF,Anthony Jung,25,Left-Back,Germany,800000,RB Leipzig,Germany,loan transfer,in,2017
1512,Bröndby IF,Gregers Arndal-Lauritzen,19,Left-Back,Denmark,100000,Bröndby IF U19,Denmark,0,in,2017
1513,Bröndby IF,Mads Juel Andersen,19,Centre-Back,Denmark,5000000,HB Köge,Denmark,"End of loanJun 30, 2017",in,2017
1514,Bröndby IF,Rezan Corlu,19,Attacking Midfield,Denmark,700000,Roma U19,Italy,600000,out,2017
1515,Bröndby IF,Lebogang Phiri,22,Defensive Midfield,South Africa,1000000,Guingamp,France,225000,out,2017
1516,Bröndby IF,Adam Kwarasey,29,Goalkeeper,Ghana,300000,Vålerenga,Norway,100000,out,2017
1517,Bröndby IF,Rodolph Austin,32,Centre-Back,Jamaica,100000,Esbjerg fB,Denmark,free transfer,out,2017
1518,Bröndby IF,Frederik Holst,22,Central Midfield,Denmark,800000,Sparta R.,Netherlands,free transfer,out,2017
1519,Bröndby IF,Gregor Sikosek,23,Left-Back,Slovenia,400000,Silkeborg IF,Denmark,loan transfer,out,2017
1520,Bröndby IF,Joel Kabongo,19,Centre-Back,Denmark,400000,Fremad Amager,Denmark,loan transfer,out,2017
1521,Bröndby IF,Gustaf Nilsson,20,Centre-Forward,Sweden,275000,Silkeborg IF,Denmark,loan transfer,out,2017
1522,Bröndby IF,Viktor Anker,19,Goalkeeper,Denmark,100000,Naestved BK,Denmark,loan transfer,out,2017
1523,Bröndby IF,Thomas Kahlenberg,34,Central Midfield,Denmark,0,No club,No country,0,out,2017
1524,Bröndby IF,Zsolt Kalmár,22,Attacking Midfield,Hungary,1200000,RB Leipzig,Germany,"End of loanAug 8, 2017",out,2017
1525,Bröndby IF,Hany Mukhtar,22,Attacking Midfield,Germany,6000000,Benfica,Portugal,"End of loanJun 30, 2017",out,2017
1526,Lyngby BK,Oliver Lund,26,Left-Back,Denmark,300000,Odense BK,Denmark,free transfer,in,2017
1527,Lyngby BK,Mikkel Andersen,28,Goalkeeper,Denmark,200000,FC Midtjylland,Denmark,free transfer,in,2017
1528,Lyngby BK,Mathias Hebo Rasmussen,21,Central Midfield,Denmark,400000,FC Fredericia,Denmark,free transfer,in,2017
1529,Lyngby BK,Herolind Shala,25,Attacking Midfield,Kosovo,400000,Sparta Prague,Czech Republic,free transfer,in,2017
1530,Lyngby BK,Mayron George,23,Centre-Forward,Costa Rica,500000,Randers FC,Denmark,loan transfer,in,2017
1531,Lyngby BK,Oliver Kjaergaard,18,Central Midfield,Denmark,150000,Lyngby BK U19,Denmark,0,in,2017
1532,Lyngby BK,Gustav Marcussen,19,Left Winger,Denmark,300000,Lyngby BK U19,Denmark,0,in,2017
1533,Lyngby BK,Oskar Snorre,18,Goalkeeper,Denmark,250000,Lyngby BK U19,Denmark,0,in,2017
1534,Lyngby BK,Kevin Tshiembe,20,Centre-Back,Denmark,400000,Lyngby BK U19,Denmark,0,in,2017
1535,Lyngby BK,Jens Odgaard,18,Centre-Forward,Denmark,1300000,Inter U19,Italy,1320000,out,2017
1536,Lyngby BK,Jesper Hansen,32,Goalkeeper,Denmark,250000,FC Midtjylland,Denmark,650000,out,2017
1537,Lyngby BK,Danilo Arrieta,30,Second Striker,Denmark,0,Viborg FF,Denmark,free transfer,out,2017
1538,Lyngby BK,Lasse Rise,31,Centre-Forward,Denmark,75000,Keflavík,Iceland,0,out,2017
1539,Lyngby BK,Andreas Larsen,27,Goalkeeper,Denmark,100000,Víkingur,Iceland,0,out,2017
1540,Lyngby BK,Emil Larsen,26,Left Winger,Denmark,0,No club,No country,0,out,2017
1541,Lyngby BK,Alexander Munksgaard,19,Right-Back,Denmark,800000,FC Midtjylland,Denmark,"End of loanJun 30, 2017",out,2017
1542,FC Midtjylland,Jesper Hansen,32,Goalkeeper,Denmark,250000,Lyngby BK,Denmark,650000,in,2017
1543,FC Midtjylland,Bozhidar Kraev,20,Attacking Midfield,Bulgaria,1300000,Levski Sofia,Bulgaria,500000,in,2017
1544,FC Midtjylland,Gustav Wikheim,24,Left Winger,Norway,1500000,KAA Gent,Belgium,500000,in,2017
1545,FC Midtjylland,Alexander Sörloth,21,Centre-Forward,Norway,16000000,FC Groningen,Netherlands,450000,in,2017
1546,FC Midtjylland,Zsolt Korcsmár,28,Centre-Back,Hungary,0,Vasas FC,Hungary,free transfer,in,2017
1547,FC Midtjylland,Michael Falkesgaard,26,Goalkeeper,Philippines,300000,Odense BK,Denmark,free transfer,in,2017
1548,FC Midtjylland,Frederik Brandhof,20,Central Midfield,Denmark,400000,Skive IK,Denmark,free transfer,in,2017
1549,FC Midtjylland,Jákup Thomsen,19,Centre-Forward,Faroe Islands,50000,IfS (FCM II),Denmark,0,in,2017
1550,FC Midtjylland,Frank Onyeka,19,Central Midfield,Nigeria,6000000,Midtjylland U19,Denmark,0,in,2017
1551,FC Midtjylland,Oliver Ottesen,18,Goalkeeper,Denmark,100000,Midtjylland U19,Denmark,0,in,2017
1552,FC Midtjylland,Mikael Anderson,19,Left Winger,Iceland,1500000,Midtjylland U19,Denmark,0,in,2017
1553,FC Midtjylland,Nikolaj Kirk,19,Central Midfield,Denmark,150000,Midtjylland U19,Denmark,0,in,2017
1554,FC Midtjylland,Martin Pusic,29,Centre-Forward,Austria,225000,Sparta R.,Netherlands,"End of loanJun 30, 2017",in,2017
1555,FC Midtjylland,Marco Larsen,24,Attacking Midfield,Denmark,0,HB Köge,Denmark,"End of loanJun 30, 2017",in,2017
1556,FC Midtjylland,Gloire Rutikanga,21,Central Midfield,DR Congo,50000,Ringköbing IF,Denmark,"End of loanJun 30, 2018",in,2017
1557,FC Midtjylland,Alexander Munksgaard,19,Right-Back,Denmark,800000,Lyngby BK,Denmark,"End of loanJun 30, 2017",in,2017
1558,FC Midtjylland,Awer Mabil,21,Right Winger,Australia,2500000,Esbjerg fB,Denmark,"End of loanJun 30, 2017",in,2017
1559,FC Midtjylland,Jonas Gemmer,21,Central Midfield,Denmark,300000,AC Horsens,Denmark,"End of loanJun 30, 2017",in,2017
1560,FC Midtjylland,Johan Dahlin,30,Goalkeeper,Sweden,400000,Malmö FF,Sweden,350000,out,2017
1561,FC Midtjylland,Andreas Raahauge,20,Goalkeeper,Denmark,100000,Skive IK,Denmark,free transfer,out,2017
1562,FC Midtjylland,Mikkel Andersen,28,Goalkeeper,Denmark,200000,Lyngby BK,Denmark,free transfer,out,2017
1563,FC Midtjylland,Frederik Brandhof,20,Central Midfield,Denmark,400000,Skive IK,Denmark,loan transfer,out,2017
1564,FC Midtjylland,Martin Pusic,29,Centre-Forward,Austria,225000,FC Copenhagen,Denmark,0,out,2017
1565,FC Midtjylland,Jonas Gemmer,21,Central Midfield,Denmark,300000,Fremad Amager,Denmark,0,out,2017
1566,FC Midtjylland,Kristian Dirks Riis,20,Centre-Back,Denmark,300000,Vendsyssel FF,Denmark,loan transfer,out,2017
1567,FC Midtjylland,Jákup Thomsen,19,Centre-Forward,Faroe Islands,50000,Thisted FC,Denmark,loan transfer,out,2017
1568,FC Midtjylland,Nikolaj Kirk,19,Central Midfield,Denmark,150000,Brentford B,England,loan transfer,out,2017
1569,FC Midtjylland,Mikael Anderson,19,Left Winger,Iceland,1500000,Vendsyssel FF,Denmark,loan transfer,out,2017
1570,FC Midtjylland,Awer Mabil,21,Right Winger,Australia,2500000,Paços Ferreira,Portugal,loan transfer,out,2017
1571,FC Midtjylland,Mads Thychosen,20,Right-Back,Denmark,700000,AC Horsens,Denmark,loan transfer,out,2017
1572,FC Midtjylland,Gloire Rutikanga,20,Central Midfield,DR Congo,50000,Ringköbing IF,Denmark,loan transfer,out,2017
1573,FC Midtjylland,Kaan Kairinen,18,Central Midfield,Finland,400000,Skive IK,Denmark,loan transfer,out,2017
1574,FC Midtjylland,Marco Larsen,24,Attacking Midfield,Denmark,0,No club,No country,0,out,2017
1575,FC Midtjylland,Gustav Wikheim,24,Left Winger,Norway,1500000,KAA Gent,Belgium,"End of loanJun 30, 2017",out,2017
1576,FC Midtjylland,Bruninho,27,Right Winger,Brazil,100000,R&F Reserves,China,"End of loanJun 30, 2017",out,2017
1577,FC Nordsjaelland,Mohammed Kudus,18,Central Midfield,Ghana,15000000,Right to Dream,Ghana,free transfer,in,2017
1578,FC Nordsjaelland,Benjamin Hansen,23,Centre-Back,Denmark,500000,FC Fredericia,Denmark,0,in,2017
1579,FC Nordsjaelland,Mads Aaquist,22,Central Midfield,Denmark,300000,FC Helsingör,Denmark,0,in,2017
1580,FC Nordsjaelland,Nicolai Larsen,26,Goalkeeper,Denmark,400000,Aalborg BK,Denmark,0,in,2017
1581,FC Nordsjaelland,Collins Tanor,19,Central Midfield,Ghana,100000,Man City U23,England,loan transfer,in,2017
1582,FC Nordsjaelland,Martin Frese,19,Left-Back,Denmark,450000,Nordsjaell. U19,Denmark,0,in,2017
1583,FC Nordsjaelland,Jakob Johansson,18,Centre-Forward,Denmark,150000,Nordsjaell. U19,Denmark,0,in,2017
1584,FC Nordsjaelland,Emil Damgaard,18,Right-Back,Denmark,0,Nordsjaell. U19,Denmark,0,in,2017
1585,FC Nordsjaelland,Abdul Mumin,19,Centre-Back,Ghana,2000000,Nordsjaell. U19,Denmark,0,in,2017
1586,FC Nordsjaelland,Magnus Kofod Andersen,18,Central Midfield,Denmark,3500000,Nordsjaell. U19,Denmark,0,in,2017
1587,FC Nordsjaelland,Stanislav Lobotka,22,Defensive Midfield,Slovakia,9000000,Celta de Vigo,Spain,5000000,out,2017
1588,FC Nordsjaelland,Marcus Ingvartsen,21,Centre-Forward,Denmark,3500000,KRC Genk,Belgium,4950000,out,2017
1589,FC Nordsjaelland,Patrik Carlgren,25,Goalkeeper,Sweden,1000000,Konyaspor,Turkey,free transfer,out,2017
1590,FC Nordsjaelland,Souheib Dhaflaoui,21,Centre-Forward,Tunisia,150000,Naestved BK,Denmark,free transfer,out,2017
1591,FC Nordsjaelland,Christian Köhler,21,Central Midfield,Denmark,150000,FC Helsingör,Denmark,0,out,2017
1592,FC Nordsjaelland,Andreas Maxsö,23,Centre-Back,Denmark,2500000,Osmanlispor,Turkey,0,out,2017
1593,FC Nordsjaelland,Indy Groothuizen,20,Goalkeeper,Netherlands,200000,Ajax U21,Netherlands,"End of loanJun 30, 2017",out,2017
1594,FC Nordsjaelland,Collins Tanor,19,Central Midfield,Ghana,100000,Man City U23,England,"End of loanJun 30, 2017",out,2017
1595,SönderjyskE,Emil Scheel,27,Left Midfield,Denmark,100000,Silkeborg IF,Denmark,free transfer,in,2017
1596,SönderjyskE,Sebastian Mielitz,27,Goalkeeper,Germany,275000,Greuther Fürth,Germany,free transfer,in,2017
1597,SönderjyskE,Stefan Gartenmann,20,Centre-Back,Denmark,800000,Heerenveen,Netherlands,free transfer,in,2017
1598,SönderjyskE,Niki Zimling,32,Defensive Midfield,Denmark,0,FSV Mainz 05 II,Germany,free transfer,in,2017
1599,SönderjyskE,William Tchuameni,20,Centre-Forward,Cameroon,50000,Feirense,Portugal,free transfer,in,2017
1600,SönderjyskE,Anders Egholm,34,Centre-Back,Denmark,0,Vejle BK,Denmark,free transfer,in,2017
1601,SönderjyskE,Victor Ekani,20,Central Midfield,Cameroon,500000,Fortuna du Mfou,Cameroon,0,in,2017
1602,SönderjyskE,Mads Hvilsom,24,Left Winger,Denmark,250000,Esbjerg fB,Denmark,loan transfer,in,2017
1603,SönderjyskE,Rasmus Vinderslev,19,Central Midfield,Denmark,400000,SönderjyskE U19,Denmark,0,in,2017
1604,SönderjyskE,Nicolaj Madsen,28,Central Midfield,Denmark,100000,Vejle BK,Denmark,free transfer,out,2017
1605,SönderjyskE,Pierre Kanstrup,28,Centre-Back,Denmark,300000,Aarhus GF,Denmark,free transfer,out,2017
1606,SönderjyskE,Johan Absalonsen,31,Left Winger,Denmark,0,Adelaide United,Australia,free transfer,out,2017
1607,SönderjyskE,Matthias Maak,25,Centre-Back,Austria,200000,FC Wacker,Austria,free transfer,out,2017
1608,SönderjyskE,Silas Songani,28,Centre-Forward,Zimbabwe,75000,Elverum,Norway,loan transfer,out,2017
1609,SönderjyskE,Nicholas Marfelt,22,Left-Back,Denmark,200000,Sparta R.,Netherlands,loan transfer,out,2017
1610,Randers FC,Vladimir Rodic,23,Right Winger,Montenegro,300000,Karabükspor,Turkey,free transfer,in,2017
1611,Randers FC,Kevin Conboy,29,Left-Back,Denmark,200000,FC Utrecht,Netherlands,free transfer,in,2017
1612,Randers FC,Saba Lobjanidze,22,Right Winger,Georgia,1500000,Dinamo Tbilisi,Georgia,free transfer,in,2017
1613,Randers FC,Ibrahima Ndiaye,22,Right Winger,Senegal,800000,Napredak,Serbia,free transfer,in,2017
1614,Randers FC,Perry Kitchen,25,Defensive Midfield,United States,600000,Heart of Midl.,Scotland,0,in,2017
1615,Randers FC,Bashkim Kadrii,26,Left Winger,Denmark,600000,FC Copenhagen,Denmark,loan transfer,in,2017
1616,Randers FC,Frederik Lauenborg,20,Central Midfield,Denmark,500000,Randers U19,Denmark,0,in,2017
1617,Randers FC,Jonas Dakir,20,Goalkeeper,Denmark,250000,Freja (RFC II),Denmark,0,in,2017
1618,Randers FC,Mandla Masango,27,Right Winger,South Africa,100000,SuperSport Utd.,South Africa,"End of loanJun 30, 2017",in,2017
1619,Randers FC,Edgar Babayan,21,Left Winger,Armenia,400000,Hobro IK,Denmark,"End of loanJun 30, 2017",in,2017
1620,Randers FC,Kasper Fisker,29,Central Midfield,Denmark,0,Bröndby IF,Denmark,335000,out,2017
1621,Randers FC,Mads Fenger,26,Centre-Back,Denmark,700000,Hammarby,Sweden,free transfer,out,2017
1622,Randers FC,Viktor Lundberg,26,Centre-Forward,Sweden,250000,Marítimo,Portugal,free transfer,out,2017
1623,Randers FC,Edgar Babayan,21,Left Winger,Armenia,400000,Hobro IK,Denmark,0,out,2017
1624,Randers FC,Alexander Fischer,30,Right-Back,Denmark,150000,Viborg FF,Denmark,0,out,2017
1625,Randers FC,Mayron George,23,Centre-Forward,Costa Rica,500000,Lyngby BK,Denmark,loan transfer,out,2017
1626,Randers FC,Nicolai Poulsen,24,Defensive Midfield,Denmark,800000,Sarpsborg 08,Norway,loan transfer,out,2017
1627,Randers FC,Mikkel Kallesöe,20,Right-Back,Denmark,500000,Viborg FF,Denmark,loan transfer,out,2017
1628,Randers FC,Mads Agesen,35,Centre-Back,Denmark,0,No club,No country,0,out,2017
1629,Randers FC,Sam Lundholm,22,Right Winger,Sweden,100000,NEC Nijmegen,Netherlands,"End of loanJun 30, 2017",out,2017
1630,Odense Boldklub,Nicklas Helenius,26,Centre-Forward,Denmark,350000,Aalborg BK,Denmark,free transfer,in,2017
1631,Odense Boldklub,Thomas Mikkelsen,33,Goalkeeper,Denmark,50000,FC Fredericia,Denmark,free transfer,in,2017
1632,Odense Boldklub,Oliver Christensen,18,Goalkeeper,Denmark,1500000,Odense BK U19,Denmark,0,in,2017
1633,Odense Boldklub,Julius Eskesen,18,Right Winger,Denmark,500000,Odense BK U19,Denmark,0,in,2017
1634,Odense Boldklub,Michael Falkesgaard,26,Goalkeeper,Philippines,300000,FC Midtjylland,Denmark,free transfer,out,2017
1635,Odense Boldklub,Oliver Lund,26,Left-Back,Denmark,300000,Lyngby BK,Denmark,free transfer,out,2017
1636,Odense Boldklub,Thomas Mikkelsen,27,Centre-Forward,Denmark,350000,Ross County,Scotland,free transfer,out,2017
1637,Odense Boldklub,Dieudonne Yao,20,Centre-Forward,Cote d'Ivoire,150000,Vendsyssel FF,Denmark,loan transfer,out,2017
1638,Aalborg BK,Pavol Safranko,22,Centre-Forward,Slovakia,700000,Dunajska Streda,Slovakia,750000,in,2017
1639,Aalborg BK,Jores Okore,24,Centre-Back,Denmark,1400000,FC Copenhagen,Denmark,565000,in,2017
1640,Aalborg BK,Kristoffer Pallesen,27,Right-Back,Denmark,350000,Viborg FF,Denmark,300000,in,2017
1641,Aalborg BK,Michael Lansing,23,Goalkeeper,United States,250000,Vejle BK,Denmark,free transfer,in,2017
1642,Aalborg BK,Filip Lesniak,21,Defensive Midfield,Slovakia,450000,Tottenham U23,England,free transfer,in,2017
1643,Aalborg BK,Jacob Rinne,24,Goalkeeper,Sweden,800000,KAA Gent,Belgium,0,in,2017
1644,Aalborg BK,Tamati Williams,33,Goalkeeper,New Zealand,0,RKC Waalwijk,Netherlands,0,in,2017
1645,Aalborg BK,Yann Rolim,22,Attacking Midfield,Brazil,325000,Barra FC (SC),Brazil,loan transfer,in,2017
1646,Aalborg BK,Mathias Andersen,19,Left Midfield,Denmark,75000,Aalborg BK U19,Denmark,0,in,2017
1647,Aalborg BK,Nikolaj Lyngö,19,Centre-Back,Denmark,150000,Aalborg BK U19,Denmark,0,in,2017
1648,Aalborg BK,Nicklas Helenius,26,Centre-Forward,Denmark,350000,Silkeborg IF,Denmark,"End of loanJun 30, 2017",in,2017
1649,Aalborg BK,Joakim Maehle,20,Right-Back,Denmark,19000000,KRC Genk,Belgium,1300000,out,2017
1650,Aalborg BK,Markus Holgersson,32,Centre-Back,Sweden,0,Lorca FC,Spain,free transfer,out,2017
1651,Aalborg BK,Thomas Enevoldsen,30,Second Striker,Denmark,175000,NAC Breda,Netherlands,free transfer,out,2017
1652,Aalborg BK,Nicklas Helenius,26,Centre-Forward,Denmark,350000,Odense BK,Denmark,free transfer,out,2017
1653,Aalborg BK,Sebastian Grönning,20,Centre-Forward,Denmark,600000,Hobro IK,Denmark,0,out,2017
1654,Aalborg BK,Casper Sloth,25,Central Midfield,Denmark,150000,Silkeborg IF,Denmark,0,out,2017
1655,Aalborg BK,Nicolai Larsen,26,Goalkeeper,Denmark,400000,Nordsjaelland,Denmark,0,out,2017
1656,Aalborg BK,Morten Rokkedal,19,Centre-Back,Denmark,0,Thisted FC,Denmark,loan transfer,out,2017
1657,Silkeborg IF,Mate Vatsadze,28,Centre-Forward,Georgia,250000,Viborg FF,Denmark,free transfer,in,2017
1658,Silkeborg IF,Peter Friis Jensen,29,Goalkeeper,Denmark,0,Viborg FF,Denmark,free transfer,in,2017
1659,Silkeborg IF,Gregor Sikosek,23,Left-Back,Slovenia,400000,Bröndby IF,Denmark,loan transfer,in,2017
1660,Silkeborg IF,Marc Rochester Sörensen,24,Central Midfield,Denmark,250000,HB Köge,Denmark,0,in,2017
1661,Silkeborg IF,Alex,26,Centre-Forward,Brazil,150000,Celaya,Mexico,0,in,2017
1662,Silkeborg IF,Casper Sloth,25,Central Midfield,Denmark,150000,Aalborg BK,Denmark,0,in,2017
1663,Silkeborg IF,Gustaf Nilsson,20,Centre-Forward,Sweden,275000,Bröndby IF,Denmark,loan transfer,in,2017
1664,Silkeborg IF,Valance Nambishi,19,Central Midfield,Zambia,150000,Silkeborg U19,Denmark,0,in,2017
1665,Silkeborg IF,Jeppe Gertsen,20,Centre-Back,Denmark,200000,Silkeborg U19,Denmark,0,in,2017
1666,Silkeborg IF,Jeppe Okkels,17,Left Winger,Denmark,700000,Silkeborg U19,Denmark,0,in,2017
1667,Silkeborg IF,Oscar Hedvall,18,Goalkeeper,Denmark,250000,Silkeborg U19,Denmark,0,in,2017
1668,Silkeborg IF,Mads Emil Madsen,19,Central Midfield,Denmark,900000,Silkeborg U19,Denmark,0,in,2017
1669,Silkeborg IF,Emil Scheel,27,Left Midfield,Denmark,100000,SönderjyskE,Denmark,free transfer,out,2017
1670,Silkeborg IF,Nicolaj Agger,28,attack,Denmark,0,Hvidovre,Denmark,free transfer,out,2017
1671,Silkeborg IF,Andreas Albers,27,Centre-Forward,Denmark,550000,Viborg FF,Denmark,free transfer,out,2017
1672,Silkeborg IF,Jens Rinke,27,Goalkeeper,Denmark,0,Kolding IF,Denmark,free transfer,out,2017
1673,Silkeborg IF,Rubio Rubin,21,Centre-Forward,United States,800000,Stabæk Fotball,Norway,free transfer,out,2017
1674,Silkeborg IF,Nicklas Helenius,26,Centre-Forward,Denmark,350000,Aalborg BK,Denmark,"End of loanJun 30, 2017",out,2017
1675,Aarhus GF,Pierre Kanstrup,28,Centre-Back,Denmark,300000,SönderjyskE,Denmark,free transfer,in,2017
1676,Aarhus GF,Frederik Möller,23,Left-Back,Denmark,300000,AC Horsens,Denmark,free transfer,in,2017
1677,Aarhus GF,Adama Guira,29,Central Midfield,Burkina Faso,200000,Lens,France,free transfer,in,2017
1678,Aarhus GF,André Riel,27,Centre-Forward,Denmark,150000,FC Helsingör,Denmark,0,in,2017
1679,Aarhus GF,Jakob Ankersen,26,Left Midfield,Denmark,400000,Zulte Waregem,Belgium,0,in,2017
1680,Aarhus GF,Tobias Sana,27,Left Winger,Sweden,600000,Malmö FF,Sweden,0,in,2017
1681,Aarhus GF,Sebastian Hausner,17,Centre-Back,Denmark,1000000,Aarhus GF Youth,Denmark,0,in,2017
1682,Aarhus GF,Daniel Thögersen,17,Left-Back,Denmark,200000,Aarhus GF Youth,Denmark,0,in,2017
1683,Aarhus GF,Danny Olsen,32,Central Midfield,Denmark,0,Hobro IK,Denmark,free transfer,out,2017
1684,Aarhus GF,Elmar Bjarnason,30,Central Midfield,Iceland,100000,Elazigspor ,Turkey,free transfer,out,2017
1685,Aarhus GF,Thomas Juel-Nielsen,27,Centre-Back,Denmark,200000,Maccabi Netanya,Israel,free transfer,out,2017
1686,Aarhus GF,Oskar Buur,19,Right-Back,Denmark,300000,Brabrand IF,Denmark,free transfer,out,2017
1687,Aarhus GF,Thomas Hagelskjaer,22,Goalkeeper,Denmark,150000,Vejle BK,Denmark,0,out,2017
1688,Aarhus GF,Björn Daníel Sverrisson,27,Central Midfield,Iceland,225000,Vejle BK,Denmark,loan transfer,out,2017
1689,Aarhus GF,Mikkel Rask,35,Centre-Back,Denmark,0,No club,No country,0,out,2017
1690,Aarhus GF,Steffen Rasmussen,35,Goalkeeper,Denmark,0,No club,No country,0,out,2017
1691,Aarhus GF,Dzhamaldin Khodzhaniyazov,21,Centre-Back,Russia,500000,No club,No country,0,out,2017
1692,Aarhus GF,Emil Christensen,19,Centre-Back,Denmark,50000,No club,No country,0,out,2017
1693,Aarhus GF,Christopher Oikonomidis,22,Left Winger,Australia,750000,Lazio,Italy,"End of loanJun 30, 2017",out,2017
1694,AC Horsens,Jonas Thorsen,27,Left Midfield,Denmark,250000,Viborg FF,Denmark,free transfer,in,2017
1695,AC Horsens,Tobias Arndal,19,Left Winger,Denmark,50000,Oure Fodbold,Denmark,free transfer,in,2017
1696,AC Horsens,Jesse Joronen,24,Goalkeeper,Finland,1700000,Fulham,England,free transfer,in,2017
1697,AC Horsens,Daisuke Sato,22,Left-Back,Philippines,150000,ACSM Poli Iasi,Romania,free transfer,in,2017
1698,AC Horsens,Alexander Ludwig,24,Centre-Back,Denmark,400000,HB Köge,Denmark,free transfer,in,2017
1699,AC Horsens,Ayo Simon Okosun,23,Central Midfield,Denmark,600000,Vendsyssel FF,Denmark,0,in,2017
1700,AC Horsens,Bjarke Jacobsen,23,Defensive Midfield,Denmark,400000,Vendsyssel FF,Denmark,0,in,2017
1701,AC Horsens,Frederik Nörgaard,18,Goalkeeper,Denmark,50000,Vejle BK U19,Denmark,0,in,2017
1702,AC Horsens,Mads Thychosen,20,Right-Back,Denmark,700000,FC Midtjylland,Denmark,loan transfer,in,2017
1703,AC Horsens,Oliver Drost,21,Centre-Forward,Denmark,300000,Vejle BK,Denmark,loan transfer,in,2017
1704,AC Horsens,Nicolai Dohn,18,Central Midfield,Denmark,100000,AC Horsens U19,Denmark,0,in,2017
1705,AC Horsens,Mikkel Jespersen,26,Central Midfield,Denmark,100000,Viborg FF,Denmark,free transfer,out,2017
1706,AC Horsens,Frederik Möller,23,Left-Back,Denmark,300000,Aarhus GF,Denmark,free transfer,out,2017
1707,AC Horsens,Steve Clark,31,Goalkeeper,United States,400000,D.C. United,United States,free transfer,out,2017
1708,AC Horsens,Kim Aabech,34,Centre-Forward,Denmark,50000,Hvidovre,Denmark,free transfer,out,2017
1709,AC Horsens,Conor O'Brien,28,Defensive Midfield,United States,0,IK Start,Norway,free transfer,out,2017
1710,AC Horsens,Martin Albrechtsen,37,Centre-Back,Denmark,0,Avarta,Denmark,free transfer,out,2017
1711,AC Horsens,Niklas Dannevang,26,Goalkeeper,Denmark,150000,Fremad Amager,Denmark,free transfer,out,2017
1712,AC Horsens,André Bjerregaard,25,Centre-Forward,Denmark,100000,KR Reykjavík,Iceland,0,out,2017
